Zip Code,Year,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years)
95451,2021,12611.0,49.6,50.4,8.1,7.1,4.5,2.5,5.6,13.7,10.6,8.8,7.6,8.2,13.8,7.9,1.7,
95451,2022,12957.0,49.4,50.6,6.1,5.3,5.3,4.8,6.0,12.7,10.2,10.6,8.1,6.9,14.4,7.7,1.7,
95452,2017,1276.0,40.4,59.6,8.1,5.6,1.7,2.3,4.2,2.4,5.9,9.0,16.2,11.5,14.8,14.5,3.8,
95452,2018,970.0,46.9,53.1,3.0,0.0,1.9,2.5,6.4,7.3,0.0,3.8,18.8,17.6,18.4,18.7,1.8,0.0
95452,2019,919.0,46.6,53.4,6.2,0.0,2.1,2.5,4.1,9.0,0.0,5.0,9.6,14.8,20.1,22.6,3.9,
95452,2020,740.0,41.6,58.4,0.0,0.0,0.0,1.4,0.0,7.8,0.0,8.1,5.0,18.9,32.2,22.0,4.6,
95452,2021,1360.0,43.9,56.1,5.4,2.4,1.8,0.5,0.0,32.4,12.9,5.8,4.6,9.6,14.6,8.5,1.5,
95452,2022,1240.0,47.3,52.7,5.0,3.1,2.0,0.6,0.0,36.2,13.6,8.1,3.4,4.8,14.1,7.3,1.6,
95457,2017,3058.0,50.8,49.2,1.6,4.5,8.6,2.1,4.0,5.5,8.2,20.6,6.2,8.4,20.3,8.0,2.1,
95457,2018,3330.0,50.5,49.5,4.1,5.3,7.1,3.3,4.1,7.9,8.0,15.8,5.7,10.8,19.2,7.2,1.4,0.0
95457,2019,3227.0,48.7,51.3,5.3,5.2,6.4,4.6,2.8,7.1,7.7,8.6,6.0,14.4,20.6,9.8,1.5,
95457,2020,3061.0,48.5,51.5,4.6,4.3,5.4,4.0,3.0,6.5,6.6,7.9,10.5,12.7,23.5,10.5,0.5,
95457,2021,3178.0,47.8,52.2,3.2,3.9,5.0,3.8,3.3,6.9,6.3,8.7,12.2,13.2,22.9,9.8,0.6,
95457,2022,3252.0,42.8,57.2,5.1,5.8,3.8,5.7,2.6,8.8,6.0,9.2,12.7,11.3,18.6,10.0,0.4,
95461,2017,2497.0,50.9,49.1,1.9,4.1,5.4,6.1,6.4,10.7,9.0,14.3,9.4,10.5,12.9,7.6,1.7,
95461,2018,2440.0,49.7,50.3,3.4,4.9,5.7,7.5,6.4,9.5,9.9,9.2,7.4,12.5,14.0,6.4,3.4,0.0
95461,2019,2567.0,46.9,53.1,0.0,7.6,5.9,6.0,0.5,14.3,11.3,12.8,4.6,12.7,14.9,6.3,3.1,
95461,2020,2714.0,46.8,53.2,0.0,5.0,7.6,1.9,1.0,17.7,4.2,12.0,6.6,15.6,18.5,7.0,2.9,
95461,2021,3551.0,50.6,49.4,4.6,2.8,7.8,5.6,2.6,15.2,6.3,13.6,3.4,13.9,17.1,5.2,1.8,
95461,2022,3909.0,49.5,50.5,5.7,2.4,7.5,5.0,3.2,15.8,6.4,12.9,5.1,12.2,18.2,3.9,1.7,
95462,2017,1151.0,56.8,43.2,0.0,5.9,3.0,1.9,2.3,9.3,9.8,18.4,11.5,9.6,21.2,7.1,0.0,
95462,2018,1265.0,52.7,47.3,0.0,6.4,6.1,1.3,2.9,10.1,8.4,17.5,8.5,9.6,22.0,6.2,0.9,0.0
95462,2019,1124.0,55.2,44.8,0.4,6.2,7.0,1.9,2.2,12.5,7.7,14.9,7.8,10.9,23.6,3.8,1.1,
95462,2020,1224.0,55.8,44.2,1.9,5.8,5.2,2.8,2.5,8.7,6.9,10.1,9.4,12.6,25.9,2.8,5.3,
95462,2021,1111.0,55.2,44.8,0.7,3.7,6.4,4.2,0.9,10.5,4.9,9.2,10.6,17.9,24.1,0.5,6.3,
95462,2022,1091.0,52.4,47.6,0.2,1.5,4.8,6.0,1.6,6.0,8.3,8.7,11.6,18.8,25.5,0.5,6.4,
95465,2017,2041.0,48.5,51.5,1.3,3.9,6.9,3.2,2.5,13.8,12.7,13.1,5.8,12.2,21.0,2.8,0.9,
95465,2018,2104.0,49.5,50.5,1.6,3.8,5.6,1.3,1.3,13.5,11.6,13.6,5.2,13.1,23.5,5.0,0.9,0.0
95465,2019,2244.0,49.1,50.9,2.1,4.5,7.8,1.4,0.0,13.5,12.3,12.0,4.3,12.2,23.7,5.8,0.4,
95465,2020,1908.0,49.1,50.9,0.6,4.4,8.4,1.5,0.3,18.1,5.8,18.0,2.8,9.1,26.5,3.7,0.9,
95465,2021,1316.0,45.2,54.8,1.1,4.4,7.4,1.3,0.3,14.3,8.5,11.1,4.9,6.4,33.4,5.5,1.4,
95465,2022,1251.0,45.5,54.5,2.5,4.7,6.6,2.0,3.4,15.3,7.1,17.5,3.8,5.3,23.2,7.6,1.0,
95467,2017,5735.0,45.6,54.4,3.6,7.6,9.6,3.9,5.8,7.2,13.5,12.8,6.6,9.9,12.1,6.2,1.2,
95467,2018,6044.0,48.7,51.3,4.6,6.8,9.5,4.7,6.6,7.0,13.7,12.4,7.0,9.0,10.8,6.2,1.6,0.0
95467,2019,5506.0,47.9,52.1,3.6,7.7,9.7,5.2,5.2,6.2,13.6,14.9,5.5,10.0,9.9,6.7,1.7,
95467,2020,5909.0,49.9,50.1,3.0,9.5,7.8,4.9,8.1,6.9,13.5,12.0,4.1,9.9,12.1,6.4,1.7,
95467,2021,6109.0,47.8,52.2,2.0,10.0,9.5,5.4,7.0,6.8,13.5,12.6,5.4,6.9,11.1,8.2,1.7,
95467,2022,5795.0,51.5,48.5,3.7,9.0,8.2,4.1,5.7,8.4,11.9,8.9,5.4,6.1,16.4,9.9,2.2,
95471,2017,630.0,55.7,44.3,9.4,12.5,8.6,0.0,8.1,10.8,17.5,3.8,12.7,3.8,12.9,0.0,0.0,
95471,2018,470.0,51.5,48.5,6.2,11.5,5.7,2.6,5.5,6.0,12.1,7.9,16.6,5.7,20.2,0.0,0.0,0.0
95471,2019,573.0,41.4,58.6,12.4,5.2,5.6,8.6,5.6,11.2,5.9,7.3,3.7,6.1,22.5,5.9,0.0,
95471,2020,569.0,43.2,56.8,10.4,5.1,5.1,12.1,4.7,9.3,4.4,5.4,4.9,11.2,21.8,5.4,0.0,
95471,2021,809.0,43.6,56.4,3.2,1.0,6.1,10.9,4.1,5.8,11.1,16.6,3.7,9.5,19.9,4.9,3.2,
95471,2022,780.0,46.3,53.7,3.3,0.9,6.4,10.3,0.0,11.4,10.9,8.6,3.7,9.6,16.2,15.3,3.5,
95472,2017,30723.0,48.8,51.2,3.7,3.9,4.1,5.2,3.1,12.3,10.4,14.8,8.2,10.5,16.0,5.4,2.5,
95472,2018,30762.0,48.8,51.2,3.5,3.7,4.2,5.4,3.7,11.0,9.9,14.2,8.5,9.8,17.7,5.8,2.5,0.0
95472,2019,30736.0,47.5,52.5,3.5,4.0,4.0,5.5,4.1,10.7,9.9,14.4,8.4,9.0,17.7,6.6,2.3,
95472,2020,29690.0,47.5,52.5,3.8,5.5,3.9,5.1,4.4,9.1,9.9,14.2,8.0,8.8,18.2,6.5,2.6,
95472,2021,29753.0,47.4,52.6,3.9,4.8,4.2,5.3,4.1,9.9,10.4,15.0,7.1,8.9,18.3,5.8,2.3,
95472,2022,28443.0,48.2,51.8,3.4,4.9,4.1,5.4,3.9,9.1,9.9,14.2,6.9,8.6,20.0,7.1,2.6,
95476,2017,37187.0,49.4,50.6,4.8,4.5,6.5,5.1,4.9,9.2,12.0,12.6,7.6,9.6,13.0,6.8,3.5,
95476,2018,36792.0,49.9,50.1,4.9,4.1,6.0,5.2,4.6,9.3,11.7,12.9,7.1,10.0,12.9,7.7,3.7,0.0
95476,2019,36586.0,48.5,51.5,4.6,4.1,5.6,5.9,4.6,8.3,11.3,13.2,6.9,9.3,14.8,7.9,3.4,
95476,2020,37150.0,48.1,51.9,4.4,3.9,4.4,5.0,4.6,9.7,10.9,12.2,7.9,9.1,15.4,7.5,5.1,
95476,2021,36578.0,47.7,52.3,5.2,4.2,4.2,4.3,4.7,10.3,10.5,10.9,8.0,9.1,16.3,8.0,4.5,
95476,2022,36386.0,47.9,52.1,4.9,3.9,4.4,4.5,4.6,9.0,11.0,12.1,6.7,8.9,16.8,8.6,4.5,
95486,2017,79.0,63.3,36.7,0.0,0.0,0.0,0.0,17.7,20.3,24.1,0.0,0.0,0.0,38.0,0.0,0.0,
95486,2018,73.0,76.7,23.3,0.0,0.0,0.0,0.0,21.9,0.0,31.5,0.0,0.0,0.0,46.6,0.0,0.0,0.0
95486,2019,51.0,66.7,33.3,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,0.0,0.0,68.6,0.0,0.0,
95486,2020,44.0,65.9,34.1,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,68.2,0.0,0.0,
95486,2021,49.0,73.5,26.5,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,20.4,0.0,55.1,0.0,0.0,
95486,2022,27.0,100.0,0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,0.0,40.7,0.0,0.0,0.0,0.0,
95492,2017,29590.0,50.8,49.2,4.7,6.4,7.5,9.0,5.8,9.6,12.9,16.3,7.3,6.8,7.8,4.6,1.4,
95492,2018,29920.0,50.5,49.5,3.9,6.7,7.3,8.8,5.1,10.6,13.3,15.2,7.5,6.7,8.4,4.5,2.0,0.0
95492,2019,29271.0,50.9,49.1,4.3,7.4,7.3,8.3,5.0,11.2,12.7,15.3,6.7,6.8,8.5,4.6,2.1,
95492,2020,29502.0,50.0,50.0,4.1,7.4,6.6,8.6,5.2,10.1,12.9,15.1,7.7,7.2,9.3,3.8,2.1,
95492,2021,28635.0,49.6,50.4,4.2,6.8,6.9,8.5,5.6,10.0,13.2,15.2,8.4,6.7,9.1,3.6,1.8,
95492,2022,28096.0,50.1,49.9,4.6,6.7,6.3,7.7,5.7,11.1,12.4,14.9,8.3,6.7,9.4,4.0,2.1,
95497,2017,1137.0,38.1,61.9,0.0,2.9,1.4,1.2,0.0,4.7,0.0,7.1,4.0,15.9,31.8,26.0,4.9,
95497,2018,1161.0,39.5,60.5,1.2,4.0,4.1,1.3,0.0,5.0,2.9,7.2,4.0,12.4,32.1,20.3,5.3,0.0
95497,2019,1134.0,42.8,57.2,1.1,4.0,4.3,0.0,0.0,6.8,4.1,6.3,5.4,14.5,31.3,19.7,2.7,
95497,2020,1156.0,46.4,53.6,1.1,4.1,4.2,0.0,0.0,4.3,4.1,6.1,5.7,11.8,36.0,17.3,5.4,
95497,2021,1078.0,47.2,52.8,1.3,1.1,4.8,0.0,0.0,1.4,4.1,6.0,7.6,13.8,35.4,18.6,5.8,
95497,2022,1224.0,51.4,48.6,1.3,1.1,3.4,0.0,0.0,3.1,4.2,3.1,6.1,14.4,38.1,16.9,8.3,
95606,2017,211.0,53.1,46.9,0.0,4.7,0.0,0.0,0.5,9.0,15.6,17.1,0.0,17.1,21.8,14.2,0.0,
95606,2018,240.0,49.6,50.4,0.0,4.6,0.0,0.0,0.8,9.2,14.6,16.7,0.0,23.3,18.8,12.1,0.0,0.0
95606,2019,249.0,49.0,51.0,0.0,4.0,0.0,0.0,0.8,11.2,14.1,16.5,0.0,24.5,18.1,10.8,0.0,
95606,2020,303.0,49.2,50.8,0.0,6.3,0.0,0.0,0.3,8.3,14.2,17.2,0.0,22.8,24.1,6.9,0.0,
95606,2021,202.0,44.6,55.4,0.0,10.9,0.0,0.0,1.0,1.5,11.9,12.9,0.0,9.4,33.7,18.8,0.0,
95606,2022,185.0,49.7,50.3,1.1,3.2,1.1,0.0,0.0,3.8,0.0,0.0,0.0,34.1,46.5,10.3,0.0,
